RA220260207202602080501040120000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120033000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    000590000002400000015000000089000000590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010050000160000211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208080204082022022102939アオイレーギーナ　　　　　　　　　　00210304201211宮地貴稔762007川上　哲司　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，赤一本輪，青袖赤二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000103200000池添謙一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204084052022103592ルシード　　　　　　　　　　　　　　00110104101112田島俊明098803Ｇリビエール・レーシング　　　　　　　　　　　　　　　　　　　　紫，袖白二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000110200000北村友一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204081012022105623タマカヅラ　　　　　　　　　　　　　00210404101086斎藤誠　227007高瀬　真尚　　　　　　　　　　　　　　　　　　　　　　　　　　　黒，赤鋸歯形　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000112600000松山弘平　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204084042022105718リリーフィールド　　　　　　　　　　00210104201085小崎憲　231033吉田　晴哉　　　　　　　　　　　　　　　　　　　　　　　　　　　青，白縦縞，袖水色一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000117100000西村淳也　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602080802040920000石清水ステークス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　IWASHIMIZU STAKES                                                                                                                                                                                                                                                                                                                                                       石清水ステークス　　石清水Ｓ　　石清水0000E 14A044000000016016016　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　160000001800B   001870000007500000047000000280000001870000000000000000000000000000000000000000000000000000000000000030100000086000000430000000000000000000000000000000000000000014150000130000211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208080204097112018103406トーホウディアス　　　　　　　　　　00110108200431谷潔　　965800東豊物産　　　　　　　　　　　　　　　　　　　　　　　　　　　　赤，青十字襷，袖白縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000103400000酒井学　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204098132019102106ブリュットミレジメ　　　　　　　　　05110307201095荒川義之036006加藤　徹　　　　　　　　　　　　　　　　　　　　　　　　　　　　白，紫縦縞，袖紫三本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000118000000団野大成　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204094052020100906フライングブレード　　　　　　　　　00110306201139飯田祐史646030中辻　明　　　　　　　　　　　　　　　　　　　　　　　　　　　　白，青星散，袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000111500000浜中俊　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204093032020101772メタルスピード　　　　　　　　　　　00110406101086斎藤誠　087803Ｈｉｍ　Ｒｏｃｋ　Ｒａｃｉｎｇホールディングス　　　　　　　　　黒，赤星散，黒袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000100121600000吉村誠之　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204095062020103428スイープアワーズ　　　　　　　　　　00110306201211宮地貴稔858800大塚　亮一　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黄十字襷，黒袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000073200000幸英明　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204096082020104520アイルシャイン　　　　　　　　　　　00310306201172新谷功一268031勝本　竜二　　　　　　　　　　　　　　　　　　　　　　　　　　　青，赤菱山形，白袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000120800000田口貫太　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204091012021105646タイセイレスポンス　　　　　　　　　00310305201164安田翔伍224007田中　成奉　　　　　　　　　　　　　　　　　　　　　　　　　　　青，白玉霰，青袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000114400000菱田裕二　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204094042021105704コルレオニス　　　　　　　　　　　　00110305201061友道康夫486800キャロットファーム　　　　　　　　　　　　　　　　　　　　　　　緑，白二本輪，白袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000567600000ハマーハ　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204092022022100403ウォーターガーベラ　　　　　　　　　00210304201140石橋守　312006山岡　正人　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，青十字襷，桃袖白三本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000109300000藤岡佑介　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204097102022102744キングメーカー　　　　　　　　　　　00110304201105須貝尚介887800ＮＩＣＫＳ　　　　　　　　　　　　　　　　　　　　　　　　　　　赤，白袖赤一本輪，白鋸歯形　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000108800000川田将雅　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204095072022105230ミニトランザット　　　　　　　　　　00110704201178杉山佳明727008谷掛　龍夫　　　　　　　　　　　　　　　　　　　　　　　　　　　黒，白星散，白袖赤二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000117100000西村淳也　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204096092022105696サヴォンリンナ　　　　　　　　　　　00210304201180田中克典808800Ｇ１レーシング　　　　　　　　　　　　　　　　　　　　　　　　　黒，赤襷，袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000110200000北村友一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204098122022105783ネーヴェフレスカ　　　　　　　　　　00210704201166石坂公一486800キャロットファーム　　　　　　　　　　　　　　　　　　　　　　　緑，白二本輪，白袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000112600000松山弘平　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602080802041020000大和ステークス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　YAMATO STAKES                                                                                                                                                                                                                                                                                                                                                           大和ステークス　　　大和Ｓ　　　大和Ｓ0000E 14N041000000999999999　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002400    002200000008800000055000000330000002200000000000000000000000000000000000000000000000000000000000000034300000098000000490000000000000000000000000000000000000000014500000160000211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208080204101012018103105テイエムトッキュウ　　　　　　　　　00110308201212秋山真一356002竹園　正繼　　　　　　　　　　　　　　　　　　　　　　　　　　　桃，緑一本輪，袖黄縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　585000000121600000吉村誠之　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204108162019100252マルモリスペシャル　　　　　　　　　00110307201065大橋勇樹970031山下　繁美　　　　　　　　　　　　　　　　　　　　　　　　　　　黄，赤山形二本輪，袖赤縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000100118200000泉谷楓真　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204104082019101975ナムラフランク　　　　　　　　　　　00110507201111鈴木孝志972002奈村　睦弘　　　　　　　　　　　　　　　　　　　　　　　　　　　薄紫，水色一本輪，袖水色二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000100114400000菱田裕二　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204108152019103605ペプチドヤマト　　　　　　　　　　　00110107201161武英智　500007沼川　一彦　　　　　　　　　　　　　　　　　　　　　　　　　　　白，袖紫うろこ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　575000100113000000高倉稜　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204107142019105741イスラアネーロ　　　　　　　　　　　00110107201130吉村圭司425030堂守　貴志　　　　　　　　　　　　　　　　　　　　　　　　　　　桃，水色星散，袖水色縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000116600000川又賢治　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204104072019105761エティエンヌ　　　　　　　　　　　　05310707201101吉田直弘851009岡田　牧雄　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，白山形二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000117100000西村淳也　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204106122020101707スマートフォルス　　　　　　　　　　00110306201130吉村圭司007803大川　徹　　　　　　　　　　　　　　　　　　　　　　　　　　　　桃，黒ダイヤモンド，袖黒一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000567600000ハマーハ　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204105092020110105マニバドラ　　　　　　　　　　　　　06110106200427森秀行　338033冨士井　直哉　　　　　　　　　　　　　　　　　　　　　　　　　　青，桃星散，黄袖桃一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　575000000118000000団野大成　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204107132021100653アガシ　　　　　　　　　　　　　　　00310305201087庄野靖志389803ケイズジャパン　　　　　　　　　　　　　　　　　　　　　　　　　紫，白元禄，白袖薄紫二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000120800000田口貫太　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204103052021102392ナナオ　　　　　　　　　　　　　　　00210305201194小栗実　345033増田　和啓　　　　　　　　　　　　　　　　　　　　　　　　　　　青，赤襷，白袖黒縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　540000100103200000池添謙一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204106112021104876エートラックス　　　　　　　　　　　00110405201073宮本博　226800サンデーレーシング　　　　　　　　　　　　　　　　　　　　　　　黒，赤十字襷，袖黄縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　585000000110200000北村友一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204101022021105360ロジアデレード　　　　　　　　　　　00110405101167稲垣幸雄399030久米田　正明　　　　　　　　　　　　　　　　　　　　　　　　　　黄，青菱山形，青袖黄二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000111500000浜中俊　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204103062021106554タガノミスト　　　　　　　　　　　　00210305201155渡辺薫彦859002八木　良司　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，桃襷，袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000073200000幸英明　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204102042021110069エスカル　　　　　　　　　　　　　　06110305200427森秀行　948006前田　幸治　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，赤十字襷，赤袖水色一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000114000000横山和生　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204105102022105244ポッドベイダー　　　　　　　　　　　00110304101192上原佑紀042033小川　眞査雄　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黒ダイヤモンド　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　575000000116000000荻野極　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204102032022110142ファムエレガンテ　　　　　　　　　　06210304201186中村直也854800ノルマンディーサラブレッドレーシング　　　　　　　　　　　　　　水色，白山形二本輪，袖白縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　540000000112600000松山弘平　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602080802041120122きさらぎ賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THE KISARAGI SHO                                                                                                                                                                                                                                                                                                                                                        きさらぎ賞　　　　　きさらぎ賞　きさら1066C 12N043000999000000999　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　180000001800B   004100000016000000100000000620000004100000000000000000000000000000000000000000000000000000000000000032200000092000000460000000000000000000000000000000000000000015300000090000211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208080204115052023102224ストームゲイル　　　　　　　　　　　00110403201184四位洋文271008安原　浩司　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，黒縦縞，袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000121600000吉村誠之　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204118082023105332ショウナンガルフ　　　　　　　　　　00110303201105須貝尚介331002国本　哲秀　　　　　　　　　　　　　　　　　　　　　　　　　　　赤，白一本輪，白袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000114000000横山和生　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204114042023105378ゴーイントゥスカイ　　　　　　　　　00110303101192上原佑紀463031フィールドレーシング　　　　　　　　　　　　　　　　　　　　　　白，赤袖，赤鋸歯形　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000116000000荻野極　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204113032023105380サトノアイボリー　　　　　　　　　　00110703201157杉山晴紀790031里見　治　　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黄菱山形，袖黄縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000118000000団野大成　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204116062023105965コレオシークエンス　　　　　　　　　00110403201205佐藤悠太202033川勝　裕之　　　　　　　　　　　　　　　　　　　　　　　　　　　赤，黄玉霰，黒袖黄二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000111500000浜中俊　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204111012023106850ゾロアストロ　　　　　　　　　　　　00110703101175宮田敬介226800サンデーレーシング　　　　　　　　　　　　　　　　　　　　　　　黒，赤十字襷，袖黄縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000567600000ハマーハ　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204112022023107127エムズビギン　　　　　　　　　　　　00110403201061友道康夫199031エムズレーシング　　　　　　　　　　　　　　　　　　　　　　　　黒，赤袖，白一文字　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000108800000川田将雅　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204117072023107154ラフターラインズ　　　　　　　　　　00210403101076小笠倫弘226800サンデーレーシング　　　　　　　　　　　　　　　　　　　　　　　黒，赤十字襷，袖黄縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000109300000藤岡佑介　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204118092023107199ローベルクランツ　　　　　　　　　　00110303201185小林真也486800キャロットファーム　　　　　　　　　　　　　　　　　　　　　　　緑，白二本輪，白袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000112600000松山弘平　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602080802041220000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  14A034000000010010010　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000002400    001190000004800000030000000180000001190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016100000160000211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208080204125102019101165キボウノホシ　　　　　　　　　　　　00310307101074奥平雅士139803ワイズマン　　　　　　　　　　　　　　　　　　　　　　　　　　　桃，黒縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000113800000藤懸貴志　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204125092020102326サンライズプルート　　　　　　　　　00110406201209東田明士399803ライフハウス　　　　　　　　　　　　　　　　　　　　　　　　　　紫，白星散，白袖紫一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000103200000池添謙一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204122042020104523マイネルフォーコン　　　　　　　　　00110306201196西園翔太546800サラブレッドクラブ・ラフィアン　　　　　　　　　　　　　　　　　赤，緑袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000114400000菱田裕二　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204128162021100899ビッグドリーム　　　　　　　　　　　00110305201028西園正都646030中辻　明　　　　　　　　　　　　　　　　　　　　　　　　　　　　白，青星散，袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000073200000幸英明　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204128152021101077ベンダバール　　　　　　　　　　　　00110305201113牧浦充徳148800グリーンファーム　　　　　　　　　　　　　　　　　　　　　　　　緑，黒三本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000567600000ハマーハ　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208080204121022021102259クリノオリーブ　　　　　　　　　　　00210705200431谷潔　　116034栗本　依利子　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黒袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　540000000118700000永島まな　　　　90       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
